transaction_month,state,category,age_bucket,amount_bucket,total_transactions,total_revenue,total_profit,avg_transaction_value,unique_customers
2017-08,Pennsylvania,Technology,18-24,High (500-1500),1,1119.89,209.98,1119.89,1
2017-08,Tennessee,Furniture,45-59,Low (<50),1,31.98,0.0,31.98,1
2017-08,Tennessee,Furniture,45-59,Medium (50-500),1,423.65,47.66,423.65,1
2017-08,Tennessee,Office Supplies,25-34,Low (<50),1,5.18,1.81,5.18,1
2017-08,Tennessee,Office Supplies,45-59,Low (<50),4,52.23,16.69,13.06,2
2017-08,Tennessee,Office Supplies,45-59,Medium (50-500),1,272.05,30.61,272.05,1
2017-08,Tennessee,Office Supplies,45-59,Very High (1500+),1,1614.58,-1237.85,1614.58,1
2017-08,Tennessee,Office Supplies,60+,Low (<50),1,13.43,-11.19,13.43,1
2017-08,Tennessee,Office Supplies,60+,Medium (50-500),1,67.14,-0.84,67.14,1
2017-08,Tennessee,Technology,45-59,Low (<50),1,1.58,0.48,1.58,1
2017-08,Texas,Furniture,45-59,Low (<50),1,16.78,-22.24,16.78,1
2017-08,Texas,Furniture,45-59,Medium (50-500),1,74.59,-2.13,74.59,1
2017-08,Texas,Office Supplies,18-24,Low (<50),1,36.29,12.7,36.29,1
2017-08,Texas,Office Supplies,25-34,Low (<50),1,5.95,0.37,5.95,1
2017-08,Texas,Office Supplies,25-34,Medium (50-500),1,115.3,40.35,115.3,1
2017-08,Texas,Office Supplies,35-44,Low (<50),3,31.44,-50.24,10.48,2
2017-08,Texas,Office Supplies,35-44,Medium (50-500),2,318.22,-12.61,159.11,2
2017-08,Texas,Office Supplies,45-59,Low (<50),6,104.14,-108.77,17.36,2
2017-08,Texas,Office Supplies,60+,Medium (50-500),1,151.06,7.55,151.06,1
2017-08,Texas,Technology,18-24,High (500-1500),1,1439.98,-264.0,1439.98,1
2017-08,Texas,Technology,35-44,Medium (50-500),1,119.45,-13.44,119.45,1
2017-08,Texas,Technology,45-59,Medium (50-500),1,153.58,13.44,153.58,1
2017-08,Utah,Office Supplies,25-34,Medium (50-500),1,102.72,37.24,102.72,1
2017-08,Washington,Furniture,35-44,High (500-1500),1,1137.75,250.3,1137.75,1
2017-08,Washington,Furniture,45-59,High (500-1500),1,569.57,7.12,569.57,1
2017-08,Washington,Furniture,45-59,Medium (50-500),1,388.7,38.87,388.7,1
2017-08,Washington,Furniture,60+,Medium (50-500),1,65.94,22.42,65.94,1
2017-08,Washington,Office Supplies,25-34,Low (<50),1,46.74,11.68,46.74,1
2017-08,Washington,Office Supplies,25-34,Medium (50-500),2,292.86,130.0,146.43,1
2017-08,Washington,Office Supplies,35-44,Low (<50),2,21.62,5.62,10.81,2
2017-08,Washington,Office Supplies,35-44,Medium (50-500),1,99.68,32.4,99.68,1
2017-08,Washington,Office Supplies,45-59,High (500-1500),1,572.58,34.35,572.58,1
2017-08,Washington,Office Supplies,45-59,Medium (50-500),1,149.73,43.42,149.73,1
2017-08,Washington,Office Supplies,60+,High (500-1500),1,1000.02,290.01,1000.02,1
2017-08,Washington,Office Supplies,60+,Medium (50-500),1,323.1,61.39,323.1,1
2017-08,Washington,Office Supplies,60+,Very High (1500+),1,2793.53,942.82,2793.53,1
2017-08,Washington,Technology,25-34,Medium (50-500),3,717.56,129.54,239.19,1
2017-08,Washington,Technology,35-44,Low (<50),1,35.17,11.43,35.17,1
2017-08,Washington,Technology,45-59,Low (<50),1,33.18,11.61,33.18,1
2017-08,Washington,Technology,60+,High (500-1500),2,2340.06,595.74,1170.03,1
2017-08,Wisconsin,Office Supplies,25-34,Low (<50),1,21.81,5.89,21.81,1
2017-08,Wisconsin,Office Supplies,25-34,Medium (50-500),1,91.6,26.56,91.6,1
2017-09,Arizona,Office Supplies,25-34,Low (<50),1,6.37,2.39,6.37,1
2017-09,Arizona,Office Supplies,60+,Low (<50),3,38.66,-22.49,12.89,2
2017-09,Arizona,Technology,60+,Medium (50-500),2,561.5,33.97,280.75,1
2017-09,Arkansas,Office Supplies,35-44,Low (<50),1,12.96,6.22,12.96,1
2017-09,Arkansas,Office Supplies,60+,High (500-1500),1,691.96,318.3,691.96,1
2017-09,Arkansas,Technology,35-44,Medium (50-500),1,199.95,63.98,199.95,1
2017-09,Arkansas,Technology,60+,Low (<50),1,34.95,15.38,34.95,1
2017-09,California,Furniture,18-24,High (500-1500),1,1322.35,-99.18,1322.35,1
2017-09,California,Furniture,18-24,Medium (50-500),1,243.92,-15.24,243.92,1
2017-09,California,Furniture,25-34,High (500-1500),1,594.82,59.48,594.82,1
2017-09,California,Furniture,25-34,Low (<50),2,29.0,12.73,14.5,2
2017-09,California,Furniture,25-34,Medium (50-500),1,362.35,27.18,362.35,1
2017-09,California,Furniture,35-44,High (500-1500),2,1989.77,225.38,994.89,2
2017-09,California,Furniture,35-44,Low (<50),3,65.54,8.36,21.85,3
2017-09,California,Furniture,35-44,Medium (50-500),2,424.42,-6.69,212.21,2
2017-09,California,Furniture,45-59,High (500-1500),1,529.9,105.98,529.9,1
2017-09,California,Furniture,45-59,Low (<50),1,32.36,11.65,32.36,1
2017-09,California,Furniture,45-59,Medium (50-500),5,805.36,-1.47,161.07,4
2017-09,California,Furniture,60+,Medium (50-500),1,236.53,-2.96,236.53,1
2017-09,California,Furniture,60+,Very High (1500+),1,2054.27,256.78,2054.27,1
2017-09,California,Office Supplies,18-24,Low (<50),4,79.48,35.71,19.87,3
2017-09,California,Office Supplies,18-24,Medium (50-500),2,265.64,105.68,132.82,2
2017-09,California,Office Supplies,25-34,Low (<50),4,58.52,25.88,14.63,3
2017-09,California,Office Supplies,25-34,Medium (50-500),3,705.1,226.07,235.03,2
2017-09,California,Office Supplies,35-44,High (500-1500),1,931.18,314.27,931.18,1
2017-09,California,Office Supplies,35-44,Low (<50),5,118.76,39.95,23.75,4
2017-09,California,Office Supplies,35-44,Medium (50-500),6,529.52,201.33,88.25,6
2017-09,California,Office Supplies,35-44,Very High (1500+),1,2357.49,884.06,2357.49,1
2017-09,California,Office Supplies,45-59,Low (<50),5,116.75,44.79,23.35,4
2017-09,California,Office Supplies,45-59,Medium (50-500),8,1084.55,310.38,135.57,7
2017-09,California,Office Supplies,60+,Low (<50),13,195.58,70.59,15.04,9
2017-09,California,Office Supplies,60+,Medium (50-500),3,849.53,286.83,283.18,2
2017-09,California,Technology,18-24,Medium (50-500),3,463.89,117.18,154.63,3
2017-09,California,Technology,25-34,Low (<50),1,43.18,15.11,43.18,1
2017-09,California,Technology,35-44,High (500-1500),2,1365.48,252.38,682.74,1
2017-09,California,Technology,35-44,Medium (50-500),3,856.1,130.43,285.37,3
2017-09,California,Technology,60+,Low (<50),1,5.56,1.74,5.56,1
2017-09,California,Technology,60+,Medium (50-500),1,149.95,31.49,149.95,1
2017-09,Colorado,Furniture,35-44,Low (<50),1,29.33,3.67,29.33,1
2017-09,Colorado,Furniture,45-59,Low (<50),1,32.78,3.28,32.78,1
2017-09,Colorado,Furniture,60+,Medium (50-500),1,180.59,-240.78,180.59,1
2017-09,Colorado,Office Supplies,35-44,Low (<50),2,26.05,9.15,13.02,2
2017-09,Colorado,Office Supplies,45-59,Low (<50),1,14.35,5.2,14.35,1
2017-09,Colorado,Office Supplies,45-59,Medium (50-500),3,433.75,-62.07,144.58,1
2017-09,Colorado,Technology,45-59,Medium (50-500),1,54.38,1.36,54.38,1
2017-09,Colorado,Technology,60+,Low (<50),1,47.98,0.6,47.98,1
2017-09,Connecticut,Office Supplies,60+,Low (<50),2,49.52,13.65,24.76,2
2017-09,Connecticut,Office Supplies,60+,Medium (50-500),2,226.74,110.97,113.37,1
2017-09,Connecticut,Technology,60+,Medium (50-500),1,59.98,10.8,59.98,1
2017-09,Delaware,Technology,60+,Medium (50-500),1,391.98,113.67,391.98,1
2017-09,Florida,Furniture,35-44,Medium (50-500),1,97.18,6.07,97.18,1
2017-09,Florida,Furniture,45-59,Low (<50),1,34.5,6.04,34.5,1
2017-09,Florida,Furniture,45-59,Medium (50-500),1,419.14,-57.63,419.14,1
2017-09,Florida,Office Supplies,18-24,Medium (50-500),2,297.62,90.93,148.81,2
2017-09,Florida,Office Supplies,35-44,Low (<50),1,10.37,3.63,10.37,1
2017-09,Florida,Office Supplies,35-44,Medium (50-500),1,147.18,-29.44,147.18,1
2017-09,Florida,Office Supplies,45-59,Low (<50),1,10.37,3.63,10.37,1
2017-09,Florida,Office Supplies,60+,Low (<50),3,52.31,-11.16,17.44,3
2017-09,Florida,Office Supplies,60+,Medium (50-500),2,347.26,97.64,173.63,2
2017-09,Florida,Technology,18-24,Low (<50),1,17.88,2.46,17.88,1
2017-09,Florida,Technology,18-24,Medium (50-500),1,158.38,13.86,158.38,1
2017-09,Florida,Technology,60+,Medium (50-500),1,383.96,38.4,383.96,1
2017-09,Georgia,Furniture,45-59,High (500-1500),1,723.92,188.22,723.92,1
2017-09,Georgia,Furniture,45-59,Low (<50),1,20.32,6.91,20.32,1
2017-09,Georgia,Office Supplies,35-44,Low (<50),6,148.08,55.37,24.68,4
2017-09,Georgia,Office Supplies,45-59,Low (<50),2,60.4,22.44,30.2,1
2017-09,Georgia,Office Supplies,45-59,Medium (50-500),5,700.43,308.5,140.09,3
2017-09,Georgia,Office Supplies,60+,Low (<50),4,58.26,20.11,14.56,1
2017-09,Georgia,Office Supplies,60+,Medium (50-500),1,80.48,24.14,80.48,1
2017-09,Georgia,Technology,45-59,Medium (50-500),2,507.66,146.26,253.83,1
2017-09,Georgia,Technology,60+,Medium (50-500),1,89.9,25.17,89.9,1
2017-09,Idaho,Technology,45-59,Medium (50-500),1,89.97,37.79,89.97,1
2017-09,Illinois,Furniture,18-24,High (500-1500),1,520.46,-14.87,520.46,1
2017-09,Illinois,Furniture,60+,High (500-1500),2,1590.8,-684.44,795.4,2
2017-09,Illinois,Office Supplies,18-24,Low (<50),4,75.63,-73.96,18.91,3
2017-09,Illinois,Office Supplies,18-24,Medium (50-500),1,235.92,-44.24,235.92,1
2017-09,Illinois,Office Supplies,35-44,High (500-1500),1,762.59,-1143.89,762.59,1
2017-09,Illinois,Office Supplies,35-44,Low (<50),3,39.98,13.05,13.33,2
2017-09,Illinois,Office Supplies,45-59,Low (<50),1,20.74,7.26,20.74,1
2017-09,Illinois,Office Supplies,45-59,Medium (50-500),1,73.18,-197.58,73.18,1
2017-09,Illinois,Office Supplies,60+,Low (<50),2,24.67,6.41,12.34,1
2017-09,Illinois,Office Supplies,60+,Medium (50-500),1,73.01,26.47,73.01,1
2017-09,Illinois,Technology,18-24,Medium (50-500),1,323.98,20.25,323.98,1
2017-09,Illinois,Technology,35-44,Medium (50-500),1,100.8,21.42,100.8,1
2017-09,Illinois,Technology,45-59,Low (<50),2,80.66,-16.12,40.33,2
2017-09,Illinois,Technology,60+,Medium (50-500),1,147.17,16.56,147.17,1
2017-09,Kentucky,Office Supplies,18-24,Very High (1500+),1,1577.94,757.41,1577.94,1
2017-09,Kentucky,Office Supplies,35-44,Low (<50),1,14.2,6.67,14.2,1
2017-09,Kentucky,Office Supplies,35-44,Medium (50-500),1,195.68,50.88,195.68,1
2017-09,Kentucky,Technology,45-59,Low (<50),1,18.0,3.24,18.0,1
2017-09,Maryland,Office Supplies,45-59,Low (<50),1,39.9,19.95,39.9,1
2017-09,Maryland,Office Supplies,45-59,Medium (50-500),2,185.71,71.88,92.85,1
2017-09,Maryland,Office Supplies,60+,Medium (50-500),1,164.88,80.79,164.88,1
2017-09,Massachusetts,Furniture,35-44,High (500-1500),1,782.94,203.56,782.94,1
2017-09,Massachusetts,Office Supplies,35-44,Low (<50),1,16.28,6.51,16.28,1
2017-09,Massachusetts,Office Supplies,35-44,Medium (50-500),1,242.48,116.39,242.48,1
2017-09,Massachusetts,Office Supplies,60+,Low (<50),1,14.88,3.72,14.88,1
2017-09,Massachusetts,Technology,35-44,Low (<50),1,39.99,11.6,39.99,1
2017-09,Massachusetts,Technology,45-59,Medium (50-500),2,829.83,241.11,414.92,1
2017-09,Michigan,Furniture,25-34,Medium (50-500),2,740.22,175.66,370.11,2
2017-09,Michigan,Office Supplies,25-34,Low (<50),1,27.72,13.31,27.72,1
2017-09,Michigan,Office Supplies,45-59,Low (<50),2,36.53,16.98,18.26,2
2017-09,Michigan,Office Supplies,60+,Medium (50-500),1,352.38,81.05,352.38,1
2017-09,Michigan,Technology,60+,High (500-1500),1,1199.8,323.95,1199.8,1
2017-09,Michigan,Technology,60+,Very High (1500+),1,1928.78,829.38,1928.78,1
2017-09,Minnesota,Furniture,35-44,High (500-1500),1,603.92,181.18,603.92,1
2017-09,Minnesota,Furniture,45-59,Medium (50-500),1,269.97,51.29,269.97,1
2017-09,Minnesota,Office Supplies,45-59,Low (<50),2,28.42,13.76,14.21,2
2017-09,Minnesota,Technology,35-44,High (500-1500),1,655.9,275.48,655.9,1
2017-09,Minnesota,Technology,35-44,Medium (50-500),1,72.0,12.96,72.0,1
2017-09,Missouri,Furniture,25-34,Medium (50-500),1,135.3,37.88,135.3,1
2017-09,Missouri,Office Supplies,18-24,Very High (1500+),1,1577.94,757.41,1577.94,1
2017-09,Missouri,Office Supplies,45-59,Low (<50),5,112.98,47.93,22.6,1
2017-09,Missouri,Office Supplies,45-59,Medium (50-500),1,286.29,17.18,286.29,1
2017-09,Missouri,Technology,25-34,Medium (50-500),1,113.52,46.54,113.52,1
2017-09,Missouri,Technology,45-59,Medium (50-500),2,409.65,60.2,204.82,1
2017-09,Montana,Office Supplies,60+,Low (<50),1,39.9,10.37,39.9,1
2017-09,Nebraska,Office Supplies,18-24,Low (<50),1,15.96,7.98,15.96,1
2017-09,New Hampshire,Office Supplies,25-34,Medium (50-500),1,67.4,17.52,67.4,1
2017-09,New Hampshire,Office Supplies,60+,Low (<50),1,14.82,6.97,14.82,1
2017-09,New Jersey,Furniture,60+,High (500-1500),1,512.96,143.63,512.96,1
2017-09,New Jersey,Furniture,60+,Low (<50),1,47.4,18.96,47.4,1
2017-09,New Jersey,Office Supplies,35-44,Low (<50),1,34.05,9.53,34.05,1
2017-09,New Jersey,Office Supplies,35-44,Medium (50-500),1,70.95,18.45,70.95,1
2017-09,New Jersey,Office Supplies,60+,Medium (50-500),1,81.96,0.0,81.96,1
2017-09,New Jersey,Technology,35-44,Medium (50-500),1,480.0,225.6,480.0,1
2017-09,New Jersey,Technology,60+,Medium (50-500),1,395.94,102.94,395.94,1
2017-09,New Mexico,Office Supplies,35-44,Low (<50),1,27.18,12.23,27.18,1
2017-09,New Mexico,Office Supplies,45-59,Low (<50),1,10.08,3.53,10.08,1
2017-09,New Mexico,Technology,45-59,Medium (50-500),1,101.34,8.11,101.34,1
2017-09,New York,Furniture,25-34,Low (<50),1,9.82,3.24,9.82,1
2017-09,New York,Furniture,25-34,Medium (50-500),2,272.56,6.05,136.28,1
2017-09,New York,Furniture,35-44,High (500-1500),1,1282.41,213.74,1282.41,1
2017-09,New York,Furniture,35-44,Low (<50),2,23.61,7.45,11.8,2
2017-09,New York,Furniture,35-44,Medium (50-500),3,608.16,-67.05,202.72,2
2017-09,New York,Furniture,35-44,Very High (1500+),2,5142.54,985.45,2571.27,1
2017-09,New York,Furniture,45-59,Low (<50),2,82.68,32.82,41.34,2
2017-09,New York,Furniture,45-59,Medium (50-500),1,488.65,86.87,488.65,1
2017-09,New York,Furniture,60+,High (500-1500),1,589.41,-6.55,589.41,1
2017-09,New York,Furniture,60+,Medium (50-500),1,114.9,39.07,114.9,1
2017-09,New York,Office Supplies,25-34,Low (<50),4,83.94,35.12,20.98,4
2017-09,New York,Office Supplies,25-34,Medium (50-500),1,419.4,201.31,419.4,1
2017-09,New York,Office Supplies,35-44,Low (<50),13,257.66,100.52,19.82,4
2017-09,New York,Office Supplies,45-59,Low (<50),5,69.72,31.87,13.94,3
2017-09,New York,Office Supplies,45-59,Medium (50-500),2,116.67,41.16,58.34,2
2017-09,New York,Office Supplies,60+,Low (<50),1,29.95,8.69,29.95,1
2017-09,New York,Office Supplies,60+,Medium (50-500),2,549.06,137.41,274.53,2
2017-09,New York,Technology,25-34,Medium (50-500),1,91.96,39.54,91.96,1
2017-09,New York,Technology,35-44,High (500-1500),2,2370.66,522.27,1185.33,2
2017-09,New York,Technology,35-44,Medium (50-500),7,1054.2,302.06,150.6,2
2017-09,New York,Technology,60+,High (500-1500),1,1079.85,323.96,1079.85,1
2017-09,North Carolina,Office Supplies,18-24,Low (<50),1,15.92,2.79,15.92,1
2017-09,North Carolina,Office Supplies,45-59,High (500-1500),1,942.78,94.28,942.78,1
2017-09,North Carolina,Office Supplies,45-59,Medium (50-500),1,74.35,23.24,74.35,1
2017-09,Ohio,Furniture,18-24,Low (<50),1,21.25,7.44,21.25,1
2017-09,Ohio,Furniture,18-24,Medium (50-500),2,407.91,-204.79,203.95,1
2017-09,Ohio,Furniture,25-34,Medium (50-500),1,103.06,24.48,103.06,1
2017-09,Ohio,Furniture,35-44,Low (<50),1,15.07,4.14,15.07,1
2017-09,Ohio,Furniture,35-44,Medium (50-500),1,66.11,-9.09,66.11,1
2017-09,Ohio,Office Supplies,18-24,Low (<50),2,24.0,8.08,12.0,1
2017-09,Ohio,Office Supplies,18-24,Medium (50-500),1,85.06,28.71,85.06,1
2017-09,Ohio,Office Supplies,35-44,Low (<50),1,25.92,3.89,25.92,1
2017-09,Ohio,Office Supplies,60+,Low (<50),9,113.59,-12.15,12.62,4
2017-09,Ohio,Office Supplies,60+,Medium (50-500),1,51.17,-6.4,51.17,1
2017-09,Ohio,Technology,18-24,Medium (50-500),1,239.98,65.99,239.98,1
2017-09,Ohio,Technology,35-44,Low (<50),1,37.06,8.8,37.06,1
2017-09,Ohio,Technology,35-44,Medium (50-500),1,259.9,-56.31,259.9,1
2017-09,Ohio,Technology,45-59,Low (<50),1,9.1,1.71,9.1,1
2017-09,Ohio,Technology,60+,High (500-1500),2,2065.64,-63.05,1032.82,2
2017-09,Ohio,Technology,60+,Medium (50-500),2,236.79,69.58,118.4,2
2017-09,Oklahoma,Technology,45-59,Medium (50-500),1,291.96,102.19,291.96,1
2017-09,Oregon,Furniture,60+,Medium (50-500),2,481.8,-66.86,240.9,1
2017-09,Oregon,Office Supplies,18-24,Medium (50-500),1,88.07,-58.72,88.07,1
2017-09,Oregon,Office Supplies,25-34,Low (<50),2,42.28,12.11,21.14,1
2017-09,Oregon,Office Supplies,35-44,Low (<50),1,2.22,0.56,2.22,1
2017-09,Oregon,Office Supplies,45-59,Low (<50),1,37.68,2.36,37.68,1
2017-09,Oregon,Office Supplies,60+,Low (<50),1,23.83,6.55,23.83,1
2017-09,Oregon,Technology,45-59,Medium (50-500),1,279.94,80.48,279.94,1
2017-09,Oregon,Technology,60+,Medium (50-500),1,191.98,19.2,191.98,1
2017-09,Pennsylvania,Furniture,25-34,Low (<50),1,22.51,2.25,22.51,1
2017-09,Pennsylvania,Furniture,35-44,Medium (50-500),2,241.31,-24.36,120.65,1
2017-09,Pennsylvania,Furniture,60+,Low (<50),1,17.02,1.7,17.02,1
2017-09,Pennsylvania,Furniture,60+,Medium (50-500),1,141.37,-48.47,141.37,1
2017-09,Pennsylvania,Office Supplies,18-24,Low (<50),1,8.6,-6.3,8.6,1
2017-09,Pennsylvania,Office Supplies,18-24,Medium (50-500),1,190.9,-42.95,190.9,1
2017-09,Pennsylvania,Office Supplies,25-34,High (500-1500),1,538.19,-412.62,538.19,1
2017-09,Pennsylvania,Office Supplies,25-34,Low (<50),1,3.44,-2.76,3.44,1
2017-09,Pennsylvania,Office Supplies,35-44,Low (<50),2,22.19,-14.8,11.1,1
2017-09,Pennsylvania,Office Supplies,45-59,Low (<50),9,116.19,24.93,12.91,7
2017-09,Pennsylvania,Office Supplies,45-59,Very High (1500+),1,4663.74,-1049.34,4663.74,1
2017-09,Pennsylvania,Office Supplies,60+,Low (<50),5,34.85,1.38,6.97,3
2017-09,Pennsylvania,Technology,25-34,Low (<50),1,47.98,14.4,47.98,1
2017-09,Pennsylvania,Technology,25-34,Medium (50-500),1,71.98,19.79,71.98,1
2017-09,Pennsylvania,Technology,35-44,Low (<50),1,12.58,-18.04,12.58,1
2017-09,Pennsylvania,Technology,35-44,Medium (50-500),1,241.17,-168.82,241.17,1
2017-09,Pennsylvania,Technology,45-59,Low (<50),1,19.04,-1.43,19.04,1
2017-09,Pennsylvania,Technology,45-59,Medium (50-500),1,79.98,23.0,79.98,1
2017-09,Pennsylvania,Technology,60+,Medium (50-500),3,613.1,46.04,204.37,2
2017-09,Pennsylvania,Technology,60+,Very High (1500+),1,1931.96,-386.39,1931.96,1
2017-09,Rhode Island,Office Supplies,18-24,Low (<50),2,56.86,26.56,28.43,1
2017-09,Rhode Island,Office Supplies,60+,Low (<50),2,91.14,44.66,45.57,1
2017-09,South Carolina,Office Supplies,25-34,High (500-1500),1,628.81,12.58,628.81,1
2017-09,South Carolina,Office Supplies,25-34,Medium (50-500),1,56.45,14.68,56.45,1
2017-09,Tennessee,Furniture,45-59,Low (<50),1,14.14,4.24,14.14,1
2017-09,Tennessee,Office Supplies,18-24,Medium (50-500),1,243.92,-54.88,243.92,1
2017-09,Tennessee,Office Supplies,25-34,Medium (50-500),1,163.96,59.44,163.96,1
2017-09,Tennessee,Office Supplies,35-44,Medium (50-500),1,81.57,7.14,81.57,1
2017-09,Tennessee,Office Supplies,45-59,Low (<50),1,8.83,-1.99,8.83,1
2017-09,Tennessee,Office Supplies,45-59,Medium (50-500),2,436.02,58.91,218.01,1
2017-09,Tennessee,Office Supplies,60+,Low (<50),1,15.55,5.44,15.55,1
2017-09,Tennessee,Office Supplies,60+,Medium (50-500),1,71.96,7.2,71.96,1
2017-09,Tennessee,Technology,60+,Medium (50-500),1,89.57,-1.12,89.57,1
2017-09,Texas,Furniture,25-34,Low (<50),1,21.18,-11.65,21.18,1
2017-09,Texas,Furniture,25-34,Medium (50-500),2,321.83,-145.33,160.92,2
2017-09,Texas,Furniture,45-59,Medium (50-500),1,318.43,-77.33,318.43,1
2017-09,Texas,Furniture,60+,High (500-1500),1,512.19,-65.85,512.19,1
2017-09,Texas,Office Supplies,18-24,Low (<50),2,35.94,12.03,17.97,1
2017-09,Texas,Office Supplies,25-34,Low (<50),8,182.98,-27.48,22.87,4
2017-09,Texas,Office Supplies,35-44,Low (<50),1,11.65,-17.47,11.65,1
2017-09,Texas,Office Supplies,45-59,Low (<50),6,99.04,0.38,16.51,4
2017-09,Texas,Office Supplies,45-59,Medium (50-500),1,114.85,35.89,114.85,1
2017-09,Texas,Office Supplies,60+,Low (<50),7,108.43,1.09,15.49,5
2017-09,Texas,Technology,18-24,Medium (50-500),1,336.51,44.87,336.51,1
2017-09,Texas,Technology,25-34,Medium (50-500),1,319.98,107.99,319.98,1
2017-09,Texas,Technology,45-59,High (500-1500),1,1415.76,88.48,1415.76,1
2017-09,Texas,Technology,45-59,Medium (50-500),1,55.99,5.6,55.99,1
2017-09,Texas,Technology,60+,Medium (50-500),1,85.2,20.24,85.2,1
2017-09,Utah,Furniture,18-24,High (500-1500),1,1292.94,77.58,1292.94,1
2017-09,Utah,Furniture,25-34,Low (<50),1,25.16,10.57,25.16,1
2017-09,Utah,Office Supplies,18-24,Low (<50),4,62.54,23.78,15.64,1
2017-09,Utah,Office Supplies,18-24,Medium (50-500),2,426.62,146.23,213.31,1
2017-09,Utah,Office Supplies,35-44,Medium (50-500),1,295.06,106.96,295.06,1
2017-09,Utah,Technology,25-34,Medium (50-500),1,126.56,47.46,126.56,1
2017-09,Virginia,Office Supplies,25-34,Medium (50-500),1,177.55,47.94,177.55,1
2017-09,Virginia,Office Supplies,45-59,Medium (50-500),1,67.9,20.37,67.9,1
2017-09,Washington,Furniture,25-34,Medium (50-500),1,215.98,-2.7,215.98,1
2017-09,Washington,Furniture,45-59,Medium (50-500),1,80.96,34.81,80.96,1
2017-09,Washington,Furniture,60+,Medium (50-500),3,660.93,126.18,220.31,3
2017-09,Washington,Office Supplies,25-34,Low (<50),3,23.23,9.73,7.74,2
2017-09,Washington,Office Supplies,25-34,Medium (50-500),1,167.94,82.29,167.94,1
2017-09,Washington,Office Supplies,35-44,Low (<50),1,22.92,8.02,22.92,1
2017-09,Washington,Office Supplies,45-59,Low (<50),5,80.04,25.16,16.01,4
2017-09,Washington,Office Supplies,45-59,Medium (50-500),1,119.96,33.59,119.96,1
2017-09,Washington,Office Supplies,60+,High (500-1500),1,1471.96,459.99,1471.96,1
2017-09,Washington,Office Supplies,60+,Low (<50),2,31.86,14.55,15.93,2
2017-09,Washington,Office Supplies,60+,Medium (50-500),2,385.88,138.03,192.94,2
2017-09,Washington,Technology,35-44,Low (<50),1,19.99,6.8,19.99,1
2017-09,Washington,Technology,45-59,Medium (50-500),1,455.71,34.18,455.71,1
2017-09,Washington,Technology,60+,Medium (50-500),3,231.92,23.52,77.31,2
2017-09,Wisconsin,Office Supplies,25-34,Low (<50),2,55.76,25.75,27.88,2
2017-09,Wisconsin,Office Supplies,25-34,Medium (50-500),1,219.84,107.72,219.84,1
2017-09,Wisconsin,Technology,25-34,Medium (50-500),2,185.13,35.04,92.56,1
2017-09,Wisconsin,Technology,35-44,Low (<50),1,13.48,1.89,13.48,1
2017-10,Alabama,Furniture,35-44,Low (<50),1,10.16,3.45,10.16,1
2017-10,Arizona,Office Supplies,18-24,Low (<50),2,17.9,-4.69,8.95,2
2017-10,Arizona,Office Supplies,60+,Low (<50),1,44.78,16.23,44.78,1
2017-10,Arizona,Office Supplies,60+,Medium (50-500),1,307.78,111.57,307.78,1
2017-10,Arizona,Technology,60+,High (500-1500),1,599.98,-479.99,599.98,1
2017-10,Arkansas,Office Supplies,60+,Low (<50),2,53.32,22.92,26.66,1
2017-10,Arkansas,Office Supplies,60+,Medium (50-500),1,145.85,70.01,145.85,1
2017-10,California,Furniture,18-24,Medium (50-500),4,885.71,-34.13,221.43,2
2017-10,California,Furniture,25-34,Low (<50),1,17.46,5.94,17.46,1
2017-10,California,Furniture,25-34,Medium (50-500),1,71.99,-0.9,71.99,1
2017-10,California,Furniture,45-59,High (500-1500),1,556.66,6.55,556.66,1
2017-10,California,Furniture,45-59,Low (<50),4,87.11,20.04,21.78,3
2017-10,California,Furniture,60+,High (500-1500),1,510.24,6.38,510.24,1
2017-10,California,Furniture,60+,Medium (50-500),3,605.85,4.5,201.95,3
2017-10,California,Office Supplies,18-24,Low (<50),3,45.43,18.18,15.14,2
2017-10,California,Office Supplies,25-34,Low (<50),4,106.38,47.44,26.6,2
2017-10,California,Office Supplies,25-34,Medium (50-500),1,101.84,36.92,101.84,1
2017-10,California,Office Supplies,25-34,Very High (1500+),1,1702.12,510.64,1702.12,1
2017-10,California,Office Supplies,35-44,Low (<50),1,10.64,2.77,10.64,1
2017-10,California,Office Supplies,35-44,Very High (1500+),1,5083.96,1906.48,5083.96,1
2017-10,California,Office Supplies,45-59,Low (<50),4,87.02,21.42,21.76,3
2017-10,California,Office Supplies,45-59,Medium (50-500),3,352.69,138.64,117.56,3
2017-10,California,Office Supplies,45-59,Very High (1500+),1,1575.14,204.77,1575.14,1
2017-10,California,Office Supplies,60+,Low (<50),6,125.6,44.46,20.93,4
2017-10,California,Office Supplies,60+,Medium (50-500),4,570.65,209.65,142.66,3
2017-10,California,Technology,18-24,Low (<50),1,7.99,2.7,7.99,1
2017-10,California,Technology,25-34,Low (<50),1,0.99,0.44,0.99,1
2017-10,California,Technology,25-34,Medium (50-500),3,570.43,53.62,190.14,3
2017-10,California,Technology,35-44,Low (<50),1,31.98,-8.0,31.98,1
2017-10,California,Technology,35-44,Medium (50-500),2,314.69,61.89,157.34,2
2017-10,California,Technology,45-59,Low (<50),1,36.0,6.48,36.0,1
2017-10,California,Technology,45-59,Medium (50-500),4,874.83,292.28,218.71,3
